"","experiment","site","year","treatment name","managementInformation","value"
"847","orei_manure","rosemount",2020,"fertControl_cutNone","Stand age","1"
"848","orei_manure","rosemount",2020,"fertManure_cutNone","Stand age","1"
"849","orei_manure","rosemount",2020,"fertCommercial_cutNone","Stand age","1"
"850","orei_manure","rosemount",2020,"fertControl_cutFall","Stand age","1"
"851","orei_manure","rosemount",2020,"fertManure_cutFall","Stand age","1"
"852","orei_manure","rosemount",2020,"fertCommercial_cutFall","Stand age","1"
"853","orei_manure","rosemount",2021,"fertControl_cutNone","Planting date","2019-fall"
"854","orei_manure","rosemount",2021,"fertManure_cutNone","Planting date","2019-fall"
"855","orei_manure","rosemount",2021,"fertCommercial_cutNone","Planting date","2019-fall"
"856","orei_manure","rosemount",2021,"fertControl_cutFall","Planting date","2019-fall"
"857","orei_manure","rosemount",2021,"fertManure_cutFall","Planting date","2019-fall"
"858","orei_manure","rosemount",2021,"fertCommercial_cutFall","Planting date","2019-fall"
"859","orei_manure","rosemount",2021,"fertControl_cutNone","Crop type","iwg"
"860","orei_manure","rosemount",2021,"fertManure_cutNone","Crop type","iwg"
"861","orei_manure","rosemount",2021,"fertCommercial_cutNone","Crop type","iwg"
"862","orei_manure","rosemount",2021,"fertControl_cutFall","Crop type","iwg"
"863","orei_manure","rosemount",2021,"fertManure_cutFall","Crop type","iwg"
"864","orei_manure","rosemount",2021,"fertCommercial_cutFall","Crop type","iwg"
"865","orei_manure","rosemount",2021,"fertControl_cutNone","Seed harvesting date","2021-07-26"
"866","orei_manure","rosemount",2021,"fertManure_cutNone","Seed harvesting date","2021-07-26"
"867","orei_manure","rosemount",2021,"fertCommercial_cutNone","Seed harvesting date","2021-07-26"
"868","orei_manure","rosemount",2021,"fertControl_cutFall","Seed harvesting date","2021-07-26"
"869","orei_manure","rosemount",2021,"fertManure_cutFall","Seed harvesting date","2021-07-26"
"870","orei_manure","rosemount",2021,"fertCommercial_cutFall","Seed harvesting date","2021-07-26"
"871","orei_manure","rosemount",2021,"fertControl_cutNone","Straw harvesting date","2021-07-26"
"872","orei_manure","rosemount",2021,"fertManure_cutNone","Straw harvesting date","2021-07-26"
"873","orei_manure","rosemount",2021,"fertCommercial_cutNone","Straw harvesting date","2021-07-26"
"874","orei_manure","rosemount",2021,"fertControl_cutFall","Straw harvesting date","2021-07-26"
"875","orei_manure","rosemount",2021,"fertManure_cutFall","Straw harvesting date","2021-07-26"
"876","orei_manure","rosemount",2021,"fertCommercial_cutFall","Straw harvesting date","2021-07-26"
"877","orei_manure","rosemount",2021,"fertControl_cutNone","Hay harvesting date",""
"878","orei_manure","rosemount",2021,"fertManure_cutNone","Hay harvesting date",""
"879","orei_manure","rosemount",2021,"fertCommercial_cutNone","Hay harvesting date",""
"880","orei_manure","rosemount",2021,"fertControl_cutFall","Hay harvesting date","2021-10-22"
"881","orei_manure","rosemount",2021,"fertManure_cutFall","Hay harvesting date","2021-10-22"
"882","orei_manure","rosemount",2021,"fertCommercial_cutFall","Hay harvesting date","2021-10-22"
"883","orei_manure","rosemount",2021,"fertControl_cutNone","Root harvesting date",""
"884","orei_manure","rosemount",2021,"fertManure_cutNone","Root harvesting date",""
"885","orei_manure","rosemount",2021,"fertCommercial_cutNone","Root harvesting date",""
"886","orei_manure","rosemount",2021,"fertControl_cutFall","Root harvesting date",""
"887","orei_manure","rosemount",2021,"fertManure_cutFall","Root harvesting date",""
"888","orei_manure","rosemount",2021,"fertCommercial_cutFall","Root harvesting date",""
"889","orei_manure","rosemount",2021,"fertControl_cutNone","Tillage type",""
"890","orei_manure","rosemount",2021,"fertManure_cutNone","Tillage type",""
"891","orei_manure","rosemount",2021,"fertCommercial_cutNone","Tillage type",""
"892","orei_manure","rosemount",2021,"fertControl_cutFall","Tillage type",""
"893","orei_manure","rosemount",2021,"fertManure_cutFall","Tillage type",""
"894","orei_manure","rosemount",2021,"fertCommercial_cutFall","Tillage type",""
"895","orei_manure","rosemount",2021,"fertControl_cutNone","Tillage date",""
"896","orei_manure","rosemount",2021,"fertManure_cutNone","Tillage date",""
"897","orei_manure","rosemount",2021,"fertCommercial_cutNone","Tillage date",""
"898","orei_manure","rosemount",2021,"fertControl_cutFall","Tillage date",""
"899","orei_manure","rosemount",2021,"fertManure_cutFall","Tillage date",""
"900","orei_manure","rosemount",2021,"fertCommercial_cutFall","Tillage date",""
"901","orei_manure","rosemount",2021,"fertControl_cutNone","N fertilizer type",""
"902","orei_manure","rosemount",2021,"fertManure_cutNone","N fertilizer type","manure"
"903","orei_manure","rosemount",2021,"fertCommercial_cutNone","N fertilizer type","NaNO3"
"904","orei_manure","rosemount",2021,"fertControl_cutFall","N fertilizer type",""
"905","orei_manure","rosemount",2021,"fertManure_cutFall","N fertilizer type","manure"
"906","orei_manure","rosemount",2021,"fertCommercial_cutFall","N fertilizer type","NaNO3"
"907","orei_manure","rosemount",2021,"fertControl_cutNone","N fertilizer application date",""
"908","orei_manure","rosemount",2021,"fertManure_cutNone","N fertilizer application date","2021-04-06"
"909","orei_manure","rosemount",2021,"fertCommercial_cutNone","N fertilizer application date","2021-04-22"
"910","orei_manure","rosemount",2021,"fertControl_cutFall","N fertilizer application date",""
"911","orei_manure","rosemount",2021,"fertManure_cutFall","N fertilizer application date","2021-04-06"
"912","orei_manure","rosemount",2021,"fertCommercial_cutFall","N fertilizer application date","2021-04-22"
"913","orei_manure","rosemount",2021,"fertControl_cutNone","N fertilizer rate",""
"914","orei_manure","rosemount",2021,"fertManure_cutNone","N fertilizer rate","88 kg N ha"
"915","orei_manure","rosemount",2021,"fertCommercial_cutNone","N fertilizer rate","70 kg N ha"
"916","orei_manure","rosemount",2021,"fertControl_cutFall","N fertilizer rate",""
"917","orei_manure","rosemount",2021,"fertManure_cutFall","N fertilizer rate","88 kg N ha"
"918","orei_manure","rosemount",2021,"fertCommercial_cutFall","N fertilizer rate","70 kg N ha"
"919","orei_manure","rosemount",2021,"fertControl_cutNone","Stand age","2"
"920","orei_manure","rosemount",2021,"fertManure_cutNone","Stand age","2"
"921","orei_manure","rosemount",2021,"fertCommercial_cutNone","Stand age","2"
"922","orei_manure","rosemount",2021,"fertControl_cutFall","Stand age","2"
"923","orei_manure","rosemount",2021,"fertManure_cutFall","Stand age","2"
"924","orei_manure","rosemount",2021,"fertCommercial_cutFall","Stand age","2"
"925","orei_manure","rosemount",2022,"fertControl_cutNone","Planting date","2019-fall"
"926","orei_manure","rosemount",2022,"fertManure_cutNone","Planting date","2019-fall"
"927","orei_manure","rosemount",2022,"fertCommercial_cutNone","Planting date","2019-fall"
"928","orei_manure","rosemount",2022,"fertControl_cutFall","Planting date","2019-fall"
"929","orei_manure","rosemount",2022,"fertManure_cutFall","Planting date","2019-fall"
"930","orei_manure","rosemount",2022,"fertCommercial_cutFall","Planting date","2019-fall"
"931","orei_manure","rosemount",2022,"fertControl_cutNone","Crop type","iwg"
"932","orei_manure","rosemount",2022,"fertManure_cutNone","Crop type","iwg"
"933","orei_manure","rosemount",2022,"fertCommercial_cutNone","Crop type","iwg"
"934","orei_manure","rosemount",2022,"fertControl_cutFall","Crop type","iwg"
"935","orei_manure","rosemount",2022,"fertManure_cutFall","Crop type","iwg"
"936","orei_manure","rosemount",2022,"fertCommercial_cutFall","Crop type","iwg"
"937","orei_manure","rosemount",2022,"fertControl_cutNone","Seed harvesting date","2022-07-29"
"938","orei_manure","rosemount",2022,"fertManure_cutNone","Seed harvesting date","2022-07-29"
"939","orei_manure","rosemount",2022,"fertCommercial_cutNone","Seed harvesting date","2022-07-29"
"940","orei_manure","rosemount",2022,"fertControl_cutFall","Seed harvesting date","2022-07-29"
"941","orei_manure","rosemount",2022,"fertManure_cutFall","Seed harvesting date","2022-07-29"
"942","orei_manure","rosemount",2022,"fertCommercial_cutFall","Seed harvesting date","2022-07-29"
"943","orei_manure","rosemount",2022,"fertControl_cutNone","Straw harvesting date","2022-07-29"
"944","orei_manure","rosemount",2022,"fertManure_cutNone","Straw harvesting date","2022-07-29"
"945","orei_manure","rosemount",2022,"fertCommercial_cutNone","Straw harvesting date","2022-07-29"
"946","orei_manure","rosemount",2022,"fertControl_cutFall","Straw harvesting date","2022-07-29"
"947","orei_manure","rosemount",2022,"fertManure_cutFall","Straw harvesting date","2022-07-29"
"948","orei_manure","rosemount",2022,"fertCommercial_cutFall","Straw harvesting date","2022-07-29"
"949","orei_manure","rosemount",2022,"fertControl_cutNone","Hay harvesting date",""
"950","orei_manure","rosemount",2022,"fertManure_cutNone","Hay harvesting date",""
"951","orei_manure","rosemount",2022,"fertCommercial_cutNone","Hay harvesting date",""
"952","orei_manure","rosemount",2022,"fertControl_cutFall","Hay harvesting date","2022-09-01"
"953","orei_manure","rosemount",2022,"fertManure_cutFall","Hay harvesting date","2022-09-01"
"954","orei_manure","rosemount",2022,"fertCommercial_cutFall","Hay harvesting date","2022-09-01"
"955","orei_manure","rosemount",2022,"fertControl_cutNone","Root harvesting date",""
"956","orei_manure","rosemount",2022,"fertManure_cutNone","Root harvesting date",""
"957","orei_manure","rosemount",2022,"fertCommercial_cutNone","Root harvesting date",""
"958","orei_manure","rosemount",2022,"fertControl_cutFall","Root harvesting date",""
"959","orei_manure","rosemount",2022,"fertManure_cutFall","Root harvesting date",""
"960","orei_manure","rosemount",2022,"fertCommercial_cutFall","Root harvesting date",""
"961","orei_manure","rosemount",2022,"fertControl_cutNone","Tillage type",""
"962","orei_manure","rosemount",2022,"fertManure_cutNone","Tillage type",""
"963","orei_manure","rosemount",2022,"fertCommercial_cutNone","Tillage type",""
"964","orei_manure","rosemount",2022,"fertControl_cutFall","Tillage type",""
"965","orei_manure","rosemount",2022,"fertManure_cutFall","Tillage type",""
"966","orei_manure","rosemount",2022,"fertCommercial_cutFall","Tillage type",""
"967","orei_manure","rosemount",2022,"fertControl_cutNone","Tillage date",""
"968","orei_manure","rosemount",2022,"fertManure_cutNone","Tillage date",""
"969","orei_manure","rosemount",2022,"fertCommercial_cutNone","Tillage date",""
"970","orei_manure","rosemount",2022,"fertControl_cutFall","Tillage date",""
"971","orei_manure","rosemount",2022,"fertManure_cutFall","Tillage date",""
"972","orei_manure","rosemount",2022,"fertCommercial_cutFall","Tillage date",""
"973","orei_manure","rosemount",2022,"fertControl_cutNone","N fertilizer type",""
"974","orei_manure","rosemount",2022,"fertManure_cutNone","N fertilizer type","manure"
"975","orei_manure","rosemount",2022,"fertCommercial_cutNone","N fertilizer type","NaNO3"
"976","orei_manure","rosemount",2022,"fertControl_cutFall","N fertilizer type",""
"977","orei_manure","rosemount",2022,"fertManure_cutFall","N fertilizer type","manure"
"978","orei_manure","rosemount",2022,"fertCommercial_cutFall","N fertilizer type","NaNO3"
"979","orei_manure","rosemount",2022,"fertControl_cutNone","N fertilizer application date",""
"980","orei_manure","rosemount",2022,"fertManure_cutNone","N fertilizer application date","2022-04-19"
"981","orei_manure","rosemount",2022,"fertCommercial_cutNone","N fertilizer application date","2022-04-19"
"982","orei_manure","rosemount",2022,"fertControl_cutFall","N fertilizer application date",""
"983","orei_manure","rosemount",2022,"fertManure_cutFall","N fertilizer application date","2022-04-19"
"984","orei_manure","rosemount",2022,"fertCommercial_cutFall","N fertilizer application date","2022-04-19"
"985","orei_manure","rosemount",2022,"fertControl_cutNone","N fertilizer rate",""
"986","orei_manure","rosemount",2022,"fertManure_cutNone","N fertilizer rate","88 kg N ha"
"987","orei_manure","rosemount",2022,"fertCommercial_cutNone","N fertilizer rate","70 kg N ha"
"988","orei_manure","rosemount",2022,"fertControl_cutFall","N fertilizer rate",""
"989","orei_manure","rosemount",2022,"fertManure_cutFall","N fertilizer rate","88 kg N ha"
"990","orei_manure","rosemount",2022,"fertCommercial_cutFall","N fertilizer rate","70 kg N ha"
"991","orei_manure","rosemount",2022,"fertControl_cutNone","Stand age","3"
"992","orei_manure","rosemount",2022,"fertManure_cutNone","Stand age","3"
"993","orei_manure","rosemount",2022,"fertCommercial_cutNone","Stand age","3"
"994","orei_manure","rosemount",2022,"fertControl_cutFall","Stand age","3"
"995","orei_manure","rosemount",2022,"fertManure_cutFall","Stand age","3"
"996","orei_manure","rosemount",2022,"fertCommercial_cutFall","Stand age","3"
"997","water quality","staples",2018,"iwg","Planting date","2017-fall"
"998","water quality","staples",2018,"cornSoy_timing1","Planting date","2018-05-31"
"999","water quality","staples",2018,"cornSoy_timing2","Planting date",""
"1000","water quality","staples",2018,"iwg","Crop type","iwg"
"1001","water quality","staples",2018,"cornSoy_timing1","Crop type","soy"
"1002","water quality","staples",2018,"cornSoy_timing2","Crop type",""
"1003","water quality","staples",2018,"iwg","Seed harvesting date","?"
"1004","water quality","staples",2018,"cornSoy_timing1","Seed harvesting date","2018-10-17"
"1005","water quality","staples",2018,"cornSoy_timing2","Seed harvesting date",""
"1006","water quality","staples",2018,"iwg","Straw harvesting date","?"
"1007","water quality","staples",2018,"cornSoy_timing1","Straw harvesting date",""
"1008","water quality","staples",2018,"cornSoy_timing2","Straw harvesting date",""
"1009","water quality","staples",2018,"iwg","Hay harvesting date",""
"1010","water quality","staples",2018,"cornSoy_timing1","Hay harvesting date",""
"1011","water quality","staples",2018,"cornSoy_timing2","Hay harvesting date",""
"1012","water quality","staples",2018,"iwg","Root harvesting date",""
"1013","water quality","staples",2018,"cornSoy_timing1","Root harvesting date",""
"1014","water quality","staples",2018,"cornSoy_timing2","Root harvesting date",""
"1015","water quality","staples",2018,"iwg","Tillage type","?"
"1016","water quality","staples",2018,"cornSoy_timing1","Tillage type",""
"1017","water quality","staples",2018,"cornSoy_timing2","Tillage type",""
"1018","water quality","staples",2018,"iwg","Tillage date","?"
"1019","water quality","staples",2018,"cornSoy_timing1","Tillage date",""
"1020","water quality","staples",2018,"cornSoy_timing2","Tillage date",""
"1021","water quality","staples",2018,"iwg","N fertilizer type","urea"
"1022","water quality","staples",2018,"cornSoy_timing1","N fertilizer type",""
"1023","water quality","staples",2018,"cornSoy_timing2","N fertilizer type",""
"1024","water quality","staples",2018,"iwg","N fertilizer application date","2018-05-13"
"1025","water quality","staples",2018,"cornSoy_timing1","N fertilizer application date",""
"1026","water quality","staples",2018,"cornSoy_timing2","N fertilizer application date",""
"1027","water quality","staples",2018,"iwg","N fertilizer rate","100"
"1028","water quality","staples",2018,"cornSoy_timing1","N fertilizer rate",""
"1029","water quality","staples",2018,"cornSoy_timing2","N fertilizer rate",""
"1030","water quality","staples",2018,"iwg","Stand age","1"
"1031","water quality","staples",2018,"cornSoy_timing1","Stand age",""
"1032","water quality","staples",2018,"cornSoy_timing2","Stand age",""
"1033","water quality","staples",2019,"iwg","Planting date","2017-fall"
"1034","water quality","staples",2019,"cornSoy_timing1","Planting date","2019-05-23"
"1035","water quality","staples",2019,"cornSoy_timing2","Planting date",""
"1036","water quality","staples",2019,"iwg","Crop type","iwg"
"1037","water quality","staples",2019,"cornSoy_timing1","Crop type","corn"
"1038","water quality","staples",2019,"cornSoy_timing2","Crop type",""
"1039","water quality","staples",2019,"iwg","Seed harvesting date","2019-08-21"
"1040","water quality","staples",2019,"cornSoy_timing1","Seed harvesting date","2019-10-31"
"1041","water quality","staples",2019,"cornSoy_timing2","Seed harvesting date",""
"1042","water quality","staples",2019,"iwg","Straw harvesting date","2019-08-21"
"1043","water quality","staples",2019,"cornSoy_timing1","Straw harvesting date",""
"1044","water quality","staples",2019,"cornSoy_timing2","Straw harvesting date",""
"1045","water quality","staples",2019,"iwg","Hay harvesting date",""
"1046","water quality","staples",2019,"cornSoy_timing1","Hay harvesting date",""
"1047","water quality","staples",2019,"cornSoy_timing2","Hay harvesting date",""
"1048","water quality","staples",2019,"iwg","Root harvesting date",""
"1049","water quality","staples",2019,"cornSoy_timing1","Root harvesting date",""
"1050","water quality","staples",2019,"cornSoy_timing2","Root harvesting date",""
"1051","water quality","staples",2019,"iwg","Tillage type",""
"1052","water quality","staples",2019,"cornSoy_timing1","Tillage type","no till"
"1053","water quality","staples",2019,"cornSoy_timing2","Tillage type",""
"1054","water quality","staples",2019,"iwg","Tillage date",""
"1055","water quality","staples",2019,"cornSoy_timing1","Tillage date",""
"1056","water quality","staples",2019,"cornSoy_timing2","Tillage date",""
"1057","water quality","staples",2019,"iwg","N fertilizer type","urea"
"1058","water quality","staples",2019,"cornSoy_timing1","N fertilizer type","urea"
"1059","water quality","staples",2019,"cornSoy_timing2","N fertilizer type","urea"
"1060","water quality","staples",2019,"iwg","N fertilizer application date","2019-05-23"
"1061","water quality","staples",2019,"cornSoy_timing1","N fertilizer application date","2019-05-23"
"1062","water quality","staples",2019,"cornSoy_timing2","N fertilizer application date","2019-06-17"
"1063","water quality","staples",2019,"iwg","N fertilizer rate","100"
"1064","water quality","staples",2019,"cornSoy_timing1","N fertilizer rate","140"
"1065","water quality","staples",2019,"cornSoy_timing2","N fertilizer rate","90"
"1066","water quality","staples",2019,"iwg","Stand age","2"
"1067","water quality","staples",2019,"cornSoy_timing1","Stand age",""
"1068","water quality","staples",2019,"cornSoy_timing2","Stand age",""
"1069","water quality","staples",2020,"iwg","Planting date","2017-fall"
"1070","water quality","staples",2020,"cornSoy_timing1","Planting date","2020-06-11"
"1071","water quality","staples",2020,"cornSoy_timing2","Planting date",""
"1072","water quality","staples",2020,"iwg","Crop type","iwg"
"1073","water quality","staples",2020,"cornSoy_timing1","Crop type","soybean"
"1074","water quality","staples",2020,"cornSoy_timing2","Crop type",""
"1075","water quality","staples",2020,"iwg","Seed harvesting date","2020-08-05"
"1076","water quality","staples",2020,"cornSoy_timing1","Seed harvesting date","2020-09-25"
"1077","water quality","staples",2020,"cornSoy_timing2","Seed harvesting date",""
"1078","water quality","staples",2020,"iwg","Straw harvesting date","2020-08-05"
"1079","water quality","staples",2020,"cornSoy_timing1","Straw harvesting date",""
"1080","water quality","staples",2020,"cornSoy_timing2","Straw harvesting date",""
"1081","water quality","staples",2020,"iwg","Hay harvesting date",""
"1082","water quality","staples",2020,"cornSoy_timing1","Hay harvesting date",""
"1083","water quality","staples",2020,"cornSoy_timing2","Hay harvesting date",""
"1084","water quality","staples",2020,"iwg","Root harvesting date",""
"1085","water quality","staples",2020,"cornSoy_timing1","Root harvesting date",""
"1086","water quality","staples",2020,"cornSoy_timing2","Root harvesting date",""
"1087","water quality","staples",2020,"iwg","Tillage type",""
"1088","water quality","staples",2020,"cornSoy_timing1","Tillage type","rototill"
"1089","water quality","staples",2020,"cornSoy_timing2","Tillage type",""
"1090","water quality","staples",2020,"iwg","Tillage date",""
"1091","water quality","staples",2020,"cornSoy_timing1","Tillage date","2020-06-10"
"1092","water quality","staples",2020,"cornSoy_timing2","Tillage date",""
"1093","water quality","staples",2020,"iwg","N fertilizer type","urea"
"1094","water quality","staples",2020,"cornSoy_timing1","N fertilizer type",""
"1095","water quality","staples",2020,"cornSoy_timing2","N fertilizer type",""
"1096","water quality","staples",2020,"iwg","N fertilizer application date","2020-05-12"
"1097","water quality","staples",2020,"cornSoy_timing1","N fertilizer application date",""
"1098","water quality","staples",2020,"cornSoy_timing2","N fertilizer application date",""
"1099","water quality","staples",2020,"iwg","N fertilizer rate","100"
"1100","water quality","staples",2020,"cornSoy_timing1","N fertilizer rate",""
"1101","water quality","staples",2020,"cornSoy_timing2","N fertilizer rate",""
"1102","water quality","staples",2020,"iwg","Stand age","3"
"1103","water quality","staples",2020,"cornSoy_timing1","Stand age",""
"1104","water quality","staples",2020,"cornSoy_timing2","Stand age",""
"1105","water quality","staples",2021,"iwg","Planting date","2017-fall"
"1106","water quality","staples",2021,"cornSoy_timing1","Planting date","2021-05-05"
"1107","water quality","staples",2021,"cornSoy_timing2","Planting date",""
"1108","water quality","staples",2021,"iwg","Crop type","iwg"
"1109","water quality","staples",2021,"cornSoy_timing1","Crop type","corn"
"1110","water quality","staples",2021,"cornSoy_timing2","Crop type",""
"1111","water quality","staples",2021,"iwg","Seed harvesting date","?"
"1112","water quality","staples",2021,"cornSoy_timing1","Seed harvesting date",""
"1113","water quality","staples",2021,"cornSoy_timing2","Seed harvesting date",""
"1114","water quality","staples",2021,"iwg","Straw harvesting date","?"
"1115","water quality","staples",2021,"cornSoy_timing1","Straw harvesting date",""
"1116","water quality","staples",2021,"cornSoy_timing2","Straw harvesting date",""
"1117","water quality","staples",2021,"iwg","Hay harvesting date",""
"1118","water quality","staples",2021,"cornSoy_timing1","Hay harvesting date",""
"1119","water quality","staples",2021,"cornSoy_timing2","Hay harvesting date",""
"1120","water quality","staples",2021,"iwg","Root harvesting date",""
"1121","water quality","staples",2021,"cornSoy_timing1","Root harvesting date",""
"1122","water quality","staples",2021,"cornSoy_timing2","Root harvesting date",""
"1123","water quality","staples",2021,"iwg","Tillage type",""
"1124","water quality","staples",2021,"cornSoy_timing1","Tillage type","rototill"
"1125","water quality","staples",2021,"cornSoy_timing2","Tillage type",""
"1126","water quality","staples",2021,"iwg","Tillage date",""
"1127","water quality","staples",2021,"cornSoy_timing1","Tillage date","2021-05-05"
"1128","water quality","staples",2021,"cornSoy_timing2","Tillage date",""
"1129","water quality","staples",2021,"iwg","N fertilizer type","urea"
"1130","water quality","staples",2021,"cornSoy_timing1","N fertilizer type","urea"
"1131","water quality","staples",2021,"cornSoy_timing2","N fertilizer type","80-10-45-3"
"1132","water quality","staples",2021,"iwg","N fertilizer application date","2021-05-05"
"1133","water quality","staples",2021,"cornSoy_timing1","N fertilizer application date","2021-05-05"
"1134","water quality","staples",2021,"cornSoy_timing2","N fertilizer application date","2021-06-18"
"1135","water quality","staples",2021,"iwg","N fertilizer rate","100"
"1136","water quality","staples",2021,"cornSoy_timing1","N fertilizer rate","140"
"1137","water quality","staples",2021,"cornSoy_timing2","N fertilizer rate","90"
"1138","water quality","staples",2021,"iwg","Stand age","4"
"1139","water quality","staples",2021,"cornSoy_timing1","Stand age",""
"1140","water quality","staples",2021,"cornSoy_timing2","Stand age",""
