site,plot,date,slope_CO2_ugcm3,slope_N2O_ugcm3,slope_CH4_ugcm3,co2.e,co2.e.area,co2.e.gmd,co2.e.gmhr,n2o.e,n2o.e.area,n2o.e.gmhr,ch4.e,ch4.e.area,ch4.e.gmhr
r100,1409,2023-06-01,2.89E-05,-2.83E-07,0,1.06E-04,9.43E-04,0.8151321527,0.0339638397,-8.91E-07,-7.94E-06,-2.86E-04,0,0,0
r100,1409,2023-06-15,2.27E-05,-1.03E-07,0,8.31E-05,7.41E-04,0.6403663335,0.02668193056,-3.24E-07,-2.89E-06,-1.04E-04,0,0,0
r100,1409,2023-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0
r100,1409,2023-07-11,8.91E-05,0,0,3.27E-04,0.002912455131,2.516361234,0.1048483847,0,0,0,0,0,0
r100,1409,2023-07-25,9.69E-05,8.64E-08,0,3.55E-04,0.003169013837,2.738027955,0.1140844981,2.72E-07,2.42E-06,8.72E-05,0,0,0
r100,1409,2023-08-08,2.08E-05,0,0,7.64E-05,6.81E-04,0.5886848445,0.02452853519,0,0,0,0,0,0
r100,1409,2023-08-21,7.54E-05,2.04E-07,0,2.77E-04,0.002467158636,2.131625062,0.0888177109,6.40E-07,5.71E-06,2.06E-04,0,0,0
r100,1410,2022-09-27,7.80E-05,4.83E-07,0,2.86E-04,0.00255017048,2.203347295,0.09180613728,1.52E-06,1.36E-05,4.88E-04,0,0,0
r100,1410,2022-10-11,3.63E-05,-1.26E-07,0,1.33E-04,0.00118542239,1.024204945,0.04267520605,-3.96E-07,-3.53E-06,-1.27E-04,0,0,0
r100,1410,2022-10-27,1.59E-05,0,0,5.85E-05,5.21E-04,0.4504307074,0.01876794614,0,0,0,0,0,0
r100,1410,2023-05-17,2.77E-05,-1.76E-07,1.70E-07,1.01E-04,9.05E-04,0.7819911132,0.03258296305,-5.52E-07,-4.92E-06,-1.77E-04,2.26E-07,2.02E-06,7.27E-05
r100,1410,2023-06-01,1.57E-05,-1.63E-07,0,5.76E-05,5.13E-04,0.443473629,0.01847806787,-5.11E-07,-4.56E-06,-1.64E-04,0,0,0
r100,1410,2023-06-15,1.19E-05,-2.44E-07,0,4.36E-05,3.89E-04,0.3360730402,0.01400304334,-7.67E-07,-6.84E-06,-2.46E-04,0,0,0
r100,1410,2023-06-28,6.04E-05,0,0,2.22E-04,0.001976182597,1.707421764,0.0711425735,0,0,0,0,0,0
r100,1410,2023-07-11,5.85E-05,0,0,2.15E-04,0.001913403855,1.653180931,0.06888253878,0,0,0,0,0,0
r100,1410,2023-07-25,1.66E-04,-1.21E-07,0,6.08E-04,0.00542041958,4.683242517,0.1951351049,-3.80E-07,-3.39E-06,-1.22E-04,0,0,0
r100,1410,2023-08-08,3.13E-05,1.94E-07,0,1.15E-04,0.001023106007,0.88396359,0.03683181625,6.11E-07,5.45E-06,1.96E-04,0,0,0
r100,1410,2023-08-21,1.19E-04,3.76E-07,0,4.37E-04,0.003900386564,3.369933992,0.1404139163,1.18E-06,1.06E-05,3.80E-04,0,0,0
v08,1101,2023-06-14,6.85E-06,-1.70E-07,0,2.51E-05,2.24E-04,0.1934137551,0.008058906464,-5.33E-07,-4.75E-06,-1.71E-04,0,0,0
v08,1102,2023-06-14,2.92E-05,0,0,1.07E-04,9.55E-04,0.8247530349,0.03436470979,0,0,0,0,0,0
v08,1103,2023-06-14,7.01E-05,-1.11E-07,0,2.57E-04,0.002293818735,1.981859387,0.08257747446,-3.48E-07,-3.11E-06,-1.12E-04,0,0,0
v08,1104,2023-06-14,1.33E-04,0,0,4.88E-04,0.004351322163,3.759542349,0.1566475979,0,0,0,0,0,0
v08,1105,2023-06-14,3.03E-05,0,0,1.11E-04,9.90E-04,0.8556877966,0.03565365819,0,0,0,0,0,0
v08,1106,2023-06-14,5.92E-05,8.53E-08,0,2.17E-04,0.001936493339,1.673130245,0.06971376022,2.68E-07,2.39E-06,8.60E-05,0,0,0
v08,1107,2023-06-14,4.12E-05,-2.64E-07,0,1.51E-04,0.001347526394,1.164262805,0.04851095019,-8.29E-07,-7.40E-06,-2.66E-04,0,0,0
v08,1108,2023-06-14,1.19E-05,-3.40E-07,0,4.36E-05,3.88E-04,0.3356323139,0.01398467975,-1.07E-06,-9.53E-06,-3.43E-04,0,0,0
v08,1109,2023-06-14,5.04E-05,2.16E-07,0,1.85E-04,0.001649292366,1.424988604,0.05937452517,6.80E-07,6.07E-06,2.18E-04,0,0,0
v08,1110,2023-06-14,3.69E-05,-6.30E-08,0,1.35E-04,0.001205268493,1.041351978,0.04338966573,-1.98E-07,-1.76E-06,-6.35E-05,0,0,0
